Date,Plot_Momentum,Plot_Mom_Sharpe,Plot_Mom_Slope,Plot_StDev,Plot_ROE,Plot_E/P,Plot_Sales/Price,Plot_BV/Price,Plot_Size_Factor,Plot_Quality,Plot_Value,Plot_MomSharpe_Size_EP,Plot_Vol_Size_EP,Plot_Mom_Size,Plot_Mom_EP,Plot_Size_EP,Plot_Mom_Size_Std,Plot_Size_Std
2012-01-02,0.9997178085658627,0.9918858220099278,1.0010972397223454,1.0029750209625263,0.9985401640564187,0.9976881496997466,1.003243199002284,1.012464640435624,1.0034395907102651,0.9961250560032692,1.003243199002284,1.0013285322831929,0.9983631968644623,1.0074307696020703,1.0027729926368312,1.0040283712985751,0.9972502407326435,1.006635651018593
2012-01-03,1.0154641740557473,1.0169550687711992,1.0177329036228007,1.0138491658676447,1.0137112189260777,1.0209352808937637,1.028065326355544,1.048782127557833,1.023928294111931,1.0146793080170105,1.028065326355544,1.0203416095719025,1.0193135698425206,1.0336663487974025,1.021202708129457,1.0258876047628036,1.017702774888859,1.0214492670638697
2012-01-04,1.0043067044941092,1.011464975256178,1.02147945088934,1.0175611214214126,1.0224326715280465,1.0325585486732876,1.0294654120851356,1.045784545058074,1.0295479159018253,1.0087758422182354,1.0294654120851356,1.0287080913339453,1.0321685355489343,1.0382708960347613,1.0249846275194463,1.0266097269401637,1.0259941553912604,1.028312437518673
2012-01-05,1.0092470001580691,1.0133284632246051,1.0214126164567048,1.011324561334453,1.02849789210685,1.0342737944130318,1.0337629748932824,1.0370484865270535,1.0343591430393746,1.0157080641110048,1.0337629748932824,1.0357144869525396,1.0360389993732728,1.0477084896577031,1.0370214271588638,1.0312513293920007,1.0293401848063388,1.0340045586963567
2012-01-06,1.008430910848146,1.0107194258354424,1.019366128515446,1.01056867215699,1.0152552870185982,1.0236549794539465,1.032494792304863,1.0352413993361589,1.0385246629508211,1.0061724107297714,1.032494792304863,1.041489703787553,1.040406974448919,1.051965181498987,1.0357116524541892,1.0291273485743158,1.023620147354213,1.031365619255612
2012-01-09,1.0085986604323336,1.016359219124087,1.0264668422903986,1.0348017419051365,1.0250667552385142,1.044934052813155,1.0570488712790156,1.062353534380782,1.0470312382754905,1.0172952255901468,1.0570488712790156,1.0374142859967224,1.0484992422652766,1.0517365928099125,1.048643130067722,1.0433439201318713,1.027166302595203,1.0465988469655527
2012-01-10,1.0188272798418974,1.0358895688546828,1.0443601456974283,1.0399284031493516,1.0506806303887866,1.0680170664592679,1.0828947582730548,1.0898807031693531,1.064286789367035,1.0357749536021454,1.0828947582730548,1.0635114820912144,1.0745667254883813,1.0751954561098875,1.0693304624277362,1.0543533699315866,1.0344715400280646,1.0539872922218223
2012-01-11,1.0149712261529196,1.0476499465179256,1.0457924825658544,1.0401755555707135,1.0669704803027351,1.0728141493709602,1.0798925042191099,1.1030721702627908,1.0598741772621985,1.0449772488243563,1.0798925042191099,1.0715604340543576,1.0761968310811558,1.0738561609276143,1.0687613722082967,1.0428903787376622,1.038856330930957,1.077332855571927
2012-01-12,1.015851850376973,1.0527048578640994,1.0517024935808839,1.0349563686724268,1.0602617552656868,1.069912734277285,1.0784179238459484,1.101060284309902,1.0734625899475068,1.0464810826898776,1.0784179238459484,1.0735778363231203,1.0864490116922483,1.0794456268618793,1.0668954477780372,1.0473416388165389,1.0369448389649107,1.0663293276663457
2012-01-13,1.0155091685234492,1.05490478769637,1.0636922618640825,1.0461375152880816,1.0679585828529847,1.0867809252243132,1.0710459902273886,1.1216716897675287,1.0717528311990936,1.0559648773209753,1.0710459902273886,1.0659507589731063,1.0822298969362545,1.0805978961558431,1.0644909306833286,1.0423062744346359,1.0361031995350722,1.0660403858058356
2012-01-16,1.0099469760902822,1.0553408155596355,1.0632286186993858,1.0400847502329098,1.0687127991619945,1.0786606020611478,1.0667517860021687,1.1250242455380315,1.0684557648791855,1.0499560183168217,1.0667517860021687,1.06176659287962,1.0806341830706476,1.0752135077046683,1.0573545154884736,1.0345868188739535,1.0287122963015967,1.0535567658599378
2012-01-17,1.0424995953388987,1.0748205947427032,1.086551157459964,1.0445836078906572,1.0935313304981045,1.0954496402673661,1.0765573266846882,1.1517287517089485,1.080182227005696,1.0643788522359166,1.0765573266846882,1.076509704006923,1.0958799510884543,1.1079621326663862,1.0754162602859667,1.0552467880144347,1.042465996488365,1.067537004879955
2012-01-18,1.0340272283778624,1.073140006504966,1.083457736539689,1.040451964097873,1.092717163783293,1.0868285131907331,1.072326810333485,1.120067185811901,1.076108541116141,1.0641472948428172,1.072326810333485,1.0691182852960934,1.0920494855816782,1.090935778158075,1.0669300063496472,1.0440796959215954,1.0385339045324955,1.0539646225246302
2012-01-19,1.0434119278133707,1.07067693650978,1.0949461340029336,1.0364994383947272,1.1079456027462085,1.096364031857795,1.068384361481887,1.1198703041782487,1.0780629462403153,1.0736705553938526,1.068384361481887,1.0708811677705967,1.0903004297469039,1.0822681635216225,1.0791626995948458,1.0458148487032193,1.0362121937952908,1.0530707052141397
2012-01-20,1.039266824440992,1.0745143078261536,1.0899947979637348,1.0349092392323325,1.1098170949417943,1.092969978125408,1.0640331238456273,1.1145815314882477,1.0734277167368322,1.0699247802713652,1.0640331238456273,1.068095783649641,1.0788447426293915,1.0831066506500096,1.0806492921915847,1.0406867097393315,1.040377231664228,1.0564054249060855
2012-01-23,1.047544671716084,1.0762291172025522,1.0902122745164393,1.0445209117975565,1.0989121445364587,1.0933910591452909,1.0732053602937626,1.1319345134102865,1.0825669606244306,1.0608019469315777,1.0732053602937626,1.0860703561917178,1.0938623185521132,1.105836269012459,1.0920103106224366,1.0568249139218646,1.0443750590254963,1.0549194574602845
2012-01-24,1.0359838418252947,1.0730641234658649,1.0671134487343699,1.0433743856877336,1.1022306632586725,1.0796234043623265,1.0786794241195756,1.1449817967521523,1.070894698622846,1.0593071823329607,1.0786794241195756,1.0683718053581561,1.0652720698980331,1.0987176973283377,1.0875476306418608,1.0606768385811527,1.0519185803262285,1.0597726142929107
2012-01-25,1.030075923198182,1.0829575039165462,1.0689062492114618,1.0439021007569618,1.1057994646217915,1.075062367819708,1.0725703396269453,1.1664117642386127,1.0626950660688268,1.064026923525096,1.0725703396269453,1.073539750841601,1.0626647288803879,1.094175098288344,1.0878127317411053,1.0571077552210038,1.0628405486029253,1.0721653296813907
2012-01-27,1.0371075550250215,1.0959413942499039,1.0781337642143083,1.0566597035930363,1.1141215652052976,1.0832097136780132,1.0782407931936187,1.170106261145057,1.0799460351051167,1.0646288726536595,1.0782407931936187,1.0896533854943737,1.0787195823451967,1.1046657348318258,1.0989642657608896,1.0733759739666133,1.0671322611916891,1.0852869666649334
2012-01-30,1.0251789956108588,1.0689608651449969,1.0624865201126328,1.042771734346603,1.0972645440931776,1.064874247531414,1.0538000851772966,1.1485392751583519,1.0783391493077004,1.047466242302883,1.0538000851772966,1.0729307073875065,1.0674221223785287,1.0879991364712986,1.08743012934145,1.0692555779682589,1.0718100771752683,1.0670203593075143
2012-01-31,1.0371296828315575,1.0808190625513423,1.0750998981734283,1.052991632327996,1.1092075174474976,1.0659284344924036,1.064450268619466,1.1645897613992184,1.0904964772306949,1.0578046561987058,1.064450268619466,1.0901683062645597,1.0938639359317193,1.10710599905635,1.1061410140917898,1.0743213988426499,1.0894407055654787,1.0764148274002023
2012-02-01,1.0550404070984294,1.1052350625359444,1.1038127412936543,1.0486199117658002,1.142388872453951,1.0623078970243023,1.0582597943789216,1.1742372218042199,1.1167713489441282,1.074021099977957,1.0582597943789216,1.1078784813855307,1.1144755097754044,1.12189486412029,1.1200665712326145,1.0628305285636734,1.1014822638572923,1.0787734483409919
2012-02-02,1.053742844075226,1.1022472034669506,1.1099155979083308,1.0517885717666011,1.1498658927570253,1.0720147188464273,1.0745848740081128,1.1704812285626875,1.1276512328031556,1.093612604292626,1.0745848740081128,1.107369782908227,1.1209220582578006,1.115830246456813,1.116806646082207,1.074781321304697,1.1079585564179517,1.0884565036719014
2012-02-03,1.0647987157140268,1.1197358634975672,1.113502490232135,1.056967537533211,1.1527522434555137,1.081796772185899,1.0876282554215095,1.1718343168211267,1.1133705876744977,1.1020737134366887,1.0876282554215095,1.116115981711543,1.1103650946272707,1.1222571035297781,1.128990792575425,1.0910109005165955,1.1100447916873133,1.092624273586771
2012-02-06,1.0858435078236477,1.1321972476720026,1.1340044230579944,1.0667571239004636,1.1578127379992433,1.0944582109929832,1.1012686623040513,1.1922002615234208,1.1267167440122383,1.099483939836642,1.1012686623040513,1.1380933113637326,1.1263580794954577,1.1474891197428783,1.1455661409600753,1.1104909817926218,1.1124798386202337,1.0967839209477974
2012-02-07,1.0806834387261492,1.1271096402957217,1.1209938713014573,1.066049790984672,1.1465134959566068,1.089332881304241,1.086541108444795,1.1676596355119249,1.1185728543430344,1.0842086495655376,1.086541108444795,1.1251546518429048,1.1247112006038977,1.1342418324687016,1.1358937569900642,1.1003536169490056,1.113401170599649,1.0929864924434605
2012-02-08,1.0915766588842721,1.1300809207163953,1.138902178785931,1.0747476814540533,1.1644682835543185,1.101246067969692,1.10765115304797,1.2103033498533462,1.119133473519506,1.1024832874592048,1.10765115304797,1.1296960369813671,1.1340826540244253,1.1489443688279788,1.1422461364470655,1.1063591631719003,1.1225862052354092,1.0969398731270665
2012-02-09,1.0945936287734452,1.1389460892567778,1.1664842875456152,1.0805971986975265,1.1589794411211665,1.1144752161175189,1.1258134168473444,1.2640047657922233,1.1164693582323473,1.1098151640975702,1.1258134168473444,1.161956444028791,1.1372887739314308,1.1730998001759139,1.1687166182464204,1.118605888129897,1.1227423994062482,1.1078098267977603
2012-02-10,1.1090947842721919,1.152385454245345,1.1613295740419831,1.078772669628036,1.1578083316277459,1.1173056917508581,1.120073524166278,1.2623250680879674,1.109847630474052,1.1084290353195956,1.120073524166278,1.1561932603876977,1.1351273591471038,1.1818637525629787,1.172985041452058,1.1165911846007923,1.1307558722018818,1.1066377759958472
2012-02-13,1.1093958393284649,1.1621899808371974,1.1621665015214766,1.0751988018127348,1.1590321890760928,1.1133927365448406,1.1372187660590123,1.2594580700487703,1.1418338241322075,1.1164727057926658,1.1372187660590123,1.159572086645486,1.1598513145501381,1.1742296327895996,1.1908105009585672,1.144474057897081,1.1489484279007136,1.1104985781759134
2012-02-14,1.1143834823927885,1.172679937071676,1.1735586111910137,1.0716185381160763,1.1647946255747683,1.1108318034127145,1.1504801794497534,1.2696430145651378,1.1640508793831303,1.1269145069559385,1.1504801794497534,1.1804986740445715,1.1886527191738698,1.1854673158798439,1.2040207110413588,1.1645216421489417,1.1622449772475372,1.1115392653115461
2012-02-15,1.139151183677524,1.1875985218956113,1.2060275724744354,1.0796133169574655,1.1854634488784082,1.1325804207699655,1.1657280463930986,1.30621357894491,1.1777363218366799,1.1528565413799308,1.1657280463930986,1.1908836254661088,1.216852048494925,1.2144187031901343,1.2186759791441255,1.1784399300263184,1.169952242218897,1.1188080059450418
2012-02-16,1.142089288381946,1.1892622001859414,1.2106331836279762,1.081784475810163,1.1985527898174573,1.1390318119616643,1.1653643078079245,1.307558978506244,1.1802764225081959,1.1585593043696591,1.1653643078079245,1.197217423898358,1.2117930679254125,1.2282160860447007,1.2237139036834837,1.1840718294108823,1.171925134417144,1.1212291219458757
2012-02-17,1.1383225219849267,1.1907966755676622,1.223185779314916,1.078633209331831,1.2026223215425496,1.1385075432050737,1.1714724882204528,1.3212279001212672,1.164862783681953,1.1610324389413809,1.1714724882204528,1.2054592578606214,1.2073272412661165,1.2296147309466623,1.223280553770242,1.1751640388699476,1.1772531421889556,1.1242890185949665
2012-02-21,1.1408499370790486,1.194106921393398,1.2173428114463225,1.0797248162841322,1.213885359527153,1.1377260836149274,1.1835351576143458,1.3503206426444276,1.1536017389212574,1.155169700169293,1.1835351576143458,1.2000937220274774,1.195527875057996,1.2281850661000926,1.2307681303945288,1.1729992247491956,1.1704030081662158,1.12038717265001
2012-02-22,1.121299758410455,1.177071130508375,1.1858181457187214,1.0702674973385855,1.1831797218698532,1.1109455411946123,1.1512920680719885,1.3003549372185985,1.1341675841034529,1.1383291594138036,1.1512920680719885,1.171102764259874,1.1592841920304797,1.1944157925036258,1.2036089825570901,1.144238088394761,1.1622158604375803,1.1086368936704574
2012-02-23,1.1201436306822634,1.1760676445541298,1.1764989629615912,1.0727282130149947,1.1728673394615856,1.0989762165456876,1.1443792082387714,1.322674719797241,1.1220935950985378,1.1340833535204353,1.1443792082387714,1.1543962115766406,1.14299686749116,1.184512799634787,1.1908218869653715,1.135683977508244,1.1506264054202404,1.1043777008041584
2012-02-24,1.1097909064896476,1.1663806657348224,1.1752215242474333,1.0699980306864587,1.1888729933910038,1.0897349470653628,1.139196348550262,1.3068831230011715,1.1289997635185116,1.1216090845233055,1.139196348550262,1.1556932051805087,1.1428925534611407,1.183350024423822,1.1823854859307341,1.137323974915422,1.149341728261509,1.0968156219229488
2012-02-27,1.0977653913248622,1.1524802968228824,1.156220060180538,1.0652908002184567,1.1611049819764432,1.0804025345461816,1.1095948969721317,1.2548164408935114,1.1112626178338476,1.0986122963953358,1.1095948969721317,1.1265049123419082,1.1316113285314944,1.1561968252325165,1.154993222523448,1.1196872305762209,1.1340901564530588,1.0796275537718167
